text,video,start,end,Chunk_hate,Hate_Label
 White man even got you talking by his rules now.,non_hate_video_131,78.56,81.62,0,0
 Straight up.,non_hate_video_131,81.72,82.52,0,0
 I wouldn't waste the word nigger on someone,non_hate_video_131,82.62,85.4,0,0
 as empty and godless as you.,non_hate_video_131,85.5,89.54,0,0
 Too many of our people have died being treated like niggers,non_hate_video_131,89.64,96.38,0,0
 for me to belittle their suffering.,non_hate_video_131,96.48,98.38,0,0
" Yo, just make sure the streets know spook street niggers.",non_hate_video_131,103.22,106.3,0,0
 Mark them devils!,non_hate_video_131,106.4,108.7,0,0
" Yeah, you boy Banks and this track, that I carry to all the ladies out there",non_hate_video_133,,8.0,0,0
" Who like to go to the movies, you know, especially you girl",non_hate_video_133,8.0,12.0,0,0
" Let me take it to the movie, shorty, I'm sure later on you will be my baby",non_hate_video_133,12.0,18.0,0,0
" Let's sit down and just be by my side, I got the popcorn I know what as you like Let me take you to the movie",non_hate_video_133,18.0,26.36,0,0
 Shorty I'm sure later on you will be my baby,non_hate_video_133,26.36,30.0,0,0
 Let's sit down and just be by my side,non_hate_video_133,30.0,33.2,0,0
 I got the popcorn I know what as you like,non_hate_video_133,33.2,36.24,0,0
 Hey shorty you're really looking nice,non_hate_video_133,36.24,38.56,0,0
 Let me take you to the movie,non_hate_video_133,38.56,40.28,0,0
 Cause I know you like,non_hate_video_133,40.28,41.68,0,0
 You got nothing to worry about,non_hate_video_133,41.68,43.68,0,0
 Hold the popcorn and the drink Let me pay the money so you can get in,non_hate_video_133,43.68,48.0,0,0
 Now hold my hand and take a step through the door,non_hate_video_133,48.0,51.0,0,0
" Be careful don't fall, let's sit on those two chairs alone",non_hate_video_133,51.0,55.0,0,0
" Watching a movie, so we can see what's going on",non_hate_video_133,55.0,58.0,0,0
" If you don't like to watch, you can lean on my chest",non_hate_video_133,58.0,61.0,0,0
 Take a rest and do your best Baby girl,non_hate_video_133,61.0,65.54,0,0
" Let me take it to the movie, shorty",non_hate_video_133,65.54,69.18,0,0
 I'm sure later on you will be my baby,non_hate_video_133,69.18,72.04,0,0
 Let's sit down and just be by my side,non_hate_video_133,72.04,75.22,0,0
" I got the popcorn, I know what else you like",non_hate_video_133,75.22,78.14,0,0
" Let me take it to the movie, shorty",non_hate_video_133,78.14,81.16,0,0
 I'm sure later on you will be my baby,non_hate_video_133,81.16,84.04,0,0
 Let's sit down and just be by my side,non_hate_video_133,84.04,87.2,0,0
" I got the popcorn, I know what else you like",non_hate_video_133,87.2,90.18,0,0
" I hope you enjoyed the movie, cause I did too",non_hate_video_133,90.18,92.86,0,0
" Anytime you wanna go again, just holler at me, baby girl",non_hate_video_133,92.86,96.74,0,0
 We can make it to be better than before,non_hate_video_133,96.74,99.66,0,0
" Anything you want me to do, I can't do it for sure",non_hate_video_133,99.66,102.84,0,0
 You can be my Cinderella when it rains,non_hate_video_133,102.84,105.44,0,0
 You can stand under my umbrella,non_hate_video_133,105.44,107.56,0,0
 I know it make us feel better,non_hate_video_133,107.56,109.7,0,0
 I'm not like the other boys,non_hate_video_133,109.7,111.78,0,0
" I'm different guy, coming from the sky",non_hate_video_133,111.78,113.98,0,0
" Wherever I say, I never lie",non_hate_video_133,113.98,116.28,0,0
 Just let me know if you wanna go somewhere,non_hate_video_133,116.28,119.32,0,0
 Yeah!,non_hate_video_133,119.32,119.98,0,0
" Let me take it to the movie, sure",non_hate_video_133,120.4,122.86,0,0
 I'm sure later on you will be my baby,non_hate_video_133,122.86,126.02,0,0
" Let's sit down and just be by my side I got the popcorn, I know what else you like",non_hate_video_133,126.02,132.14,0,0
" Let me take it to the movie, shorty I'm sure later on you will be my baby",non_hate_video_133,132.14,138.0,0,0
" Let's sit down and just be by my side I got the popcorn, I know what else you like",non_hate_video_133,138.0,144.22,0,0
" Hey, shorty, where you at? Where you going? Can I see you later?",non_hate_video_133,144.22,147.64,0,0
 Cause I can't see you busy right now,non_hate_video_133,147.94,150.3,0,0
" Meet me at the shop about 4 o'clock, don't forget and don't be late",non_hate_video_133,150.3,154.12,0,0
 I can't tell you what to do when you come back,non_hate_video_133,154.12,157.5,0,0
" I still remember when you told me, take me to the movie, Friday night",non_hate_video_133,157.5,162.14,0,0
" That's right, what I'm here is now, it's half past three",non_hate_video_133,162.14,165.68,0,0
 My girl she be back about half an hour,non_hate_video_133,165.68,168.56,0,0
 Let me go and take a shower,non_hate_video_133,168.56,170.42,0,0
" Dress good, put some perfume so I can smell good",non_hate_video_133,170.42,174.24,0,0
" Let me take it to the movie, sure",non_hate_video_133,174.24,176.9,0,0
 I'm sure later on you will be my baby,non_hate_video_133,176.9,180.02,0,0
 Let's sit down and just be by my side,non_hate_video_133,180.02,183.22,0,0
" I got the popcorn, I know what's as you like",non_hate_video_133,183.22,186.16,0,0
" Let me take you to the movie, Sharif",non_hate_video_133,186.16,189.14,0,0
 I'm sure later on you will be my baby,non_hate_video_133,189.14,192.0,0,0
 Let's sit down and just be by my side,non_hate_video_133,192.0,195.2,0,0
" I got the popcorn, I know what's as you like",non_hate_video_133,195.2,198.24,0,0
" Yeah, girl",non_hate_video_133,198.24,199.92,0,0
" You can go to the movie anytime you like, you know what I mean?",non_hate_video_133,199.92,203.8,0,0
" But guess, who you gonna call",non_hate_video_133,204.8,206.52,0,0
 You baby boy Banks,non_hate_video_133,206.52,209.3,0,0
 Cause you still got chance,non_hate_video_133,209.3,211.18,0,0
 You know what I mean,non_hate_video_133,211.18,212.2,0,0
" Yeah, yeah",non_hate_video_133,212.2,215.32,0,0
 That's right,non_hate_video_133,215.32,217.56,0,0
 Whoa,non_hate_video_133,217.56,219.04,0,0
 Um,non_hate_video_133,219.04,220.78,0,0
 Let's sit down and just be by my side,non_hate_video_133,220.78,225.18,0,0
 I got the popcorn,non_hate_video_133,225.18,226.24,0,0
 I know what else you like,non_hate_video_133,226.24,228.2,0,0
 Why do you have three three three on your sweatshirt?,non_hate_video_134,0.76,4.0,0,0
" Don't question our kids religion, okay?",non_hate_video_134,6.0,8.0,0,0
 Are you questioning our religion?,non_hate_video_134,8.0,10.0,0,0
" No, no, no, I'm just asking. I'm curious about your religion.",non_hate_video_134,10.0,13.0,0,0
" Yeah, yeah, yeah, yeah, you better be just asking.",non_hate_video_134,13.0,15.0,0,0
" I'm just kidding. No, I don't fucking clue what I was 3333 on the shirt.",non_hate_video_134,15.0,18.0,0,0
 I have no clue.,non_hate_video_134,18.0,19.0,0,0
" Nah, we ain't going to sleep. Nah, be on to.",non_hate_video_134,21.0,24.0,0,0
 I'm high on life.,non_hate_video_134,24.0,27.0,0,0
 We're ready.,non_hate_video_134,27.0,29.0,0,0
" What are you doing? What are you doing, brother?",non_hate_video_134,29.0,34.0,0,0
" What? Oh, you're doing...",non_hate_video_134,34.0,37.0,0,0
 That's so funny! That's so funny!,non_hate_video_134,37.0,43.0,0,0
 Oh my god,non_hate_video_134,43.0,46.0,0,0
 What the fuck? I can see you,non_hate_video_134,46.0,48.0,0,0
" I can, yeah, yeah",non_hate_video_134,48.0,50.0,0,0
 But where's the heck around that wall?,non_hate_video_134,50.0,52.0,0,0
 What?,non_hate_video_134,52.0,54.0,0,0
 This kid is stalking us,non_hate_video_134,54.0,56.0,0,0
" Hey, Lumeck",non_hate_video_134,56.0,58.0,0,0
 What the fuck are you doing?,non_hate_video_134,58.0,60.0,0,0
" Yo, Lumeck, man",non_hate_video_134,60.0,62.0,0,0
" Hey, you've been exposed now",non_hate_video_134,62.0,64.0,0,0
" No man, you've been exposed too many times You've been exposed too many times",non_hate_video_134,64.0,66.0,0,0
 I'm gonna call the police if this keeps continuing on,non_hate_video_134,66.0,68.0,0,0
 Brother,non_hate_video_134,68.0,70.0,0,0
 Yeah kid,non_hate_video_134,70.0,72.0,0,0
 Don't worry man,non_hate_video_134,72.0,74.0,0,0
" So good, you just gotta be more careful",non_hate_video_134,74.0,76.0,0,0
 I mean I can't control this guy,non_hate_video_134,76.0,78.0,0,0
 Lurek is like an absolute madman,non_hate_video_134,78.0,80.0,0,0
 He's crazy,non_hate_video_134,80.0,82.0,0,0
 So if he sees you,non_hate_video_134,82.0,84.0,0,0
" If he tries something, then, um, you know, just run away, okay?",non_hate_video_134,84.0,87.68,0,0
" I'll take the hit, you know, it's okay. Don't worry, Lou, Mac.",non_hate_video_134,87.68,91.52,0,0
" Don't worry, he's inside now, he can't get to us. See? It's all good, he's gone.",non_hate_video_134,96.96,102.96,0,0
 Stupid Lou.,non_hate_video_134,104.64,105.0,0,0
 What's wrong?,non_hate_video_134,105.0,106.0,0,0
" Oh, hey, Lou Ray.",non_hate_video_134,106.0,109.0,0,0
" So, I heard you were talking about me, what was that about?",non_hate_video_134,109.0,112.0,0,0
" Yes, yes, I appreciate you so much.",non_hate_video_134,112.0,116.0,0,0
" Lou Mac, one, Lou Mac, please, Lou Mac.",non_hate_video_134,116.0,119.0,0,0
" No, Lou Ray, please, please, don't do anything to Lou Mac. Please, I beg you, don't do anything. AHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHH Wait, so where's the offensive avatar? There you go now.",non_hate_video_134,119.0,146.0,0,0
" Oh, do you have the Swatseek on it too?",non_hate_video_134,146.0,148.0,0,0
" No, because I didn't want to get banned.",non_hate_video_134,148.0,150.0,0,0
 How boring. Wow.,non_hate_video_134,150.0,152.0,0,0
 How anticlimactic.,non_hate_video_134,152.0,154.0,0,0
 I gotta watch this up and show it out.,non_hate_video_134,154.0,156.0,0,0
 I think you got a fackling.,non_hate_video_134,156.0,160.0,0,0
 Has that hurt you?,non_hate_video_134,160.0,162.0,0,0
" Oh, what do you say?",non_hate_video_134,162.0,164.0,0,0
" I don't offend you. No. Did you hurt that? You don't fuck anymore because you want Luray. Because you got me Luray, brother. Dude, Luray. Come on, man. This was our opportunity, man.",non_hate_video_134,164.0,186.24,0,0
 Okay.,non_hate_video_134,186.68,187.08,0,0
" Yo, you know what I always play with, like, the Germans?",non_hate_video_134,187.28,189.82,0,0
 It's the Lion.,non_hate_video_134,190.06,190.5,0,0
 You have a German accent.,non_hate_video_134,190.5,191.14,0,0
 It's obvious.,non_hate_video_134,191.34,191.94,0,0
" You have a German fucking accent, brother.",non_hate_video_134,192.16,193.08,0,0
" Shut up, dude.",non_hate_video_134,193.08,193.72,0,0
" Look, we play the Lion game now.",non_hate_video_134,193.96,195.2,0,0
" Look at this, man.",non_hate_video_134,195.26,195.96,0,0
 I'm going to draw something.,non_hate_video_134,198.1,199.02,0,0
 Is that the mortality rate of Jews over the years?,non_hate_video_134,199.02,200.8,0,0
" Yeah, and you got to, like, complete it.",non_hate_video_134,201.1,202.78,0,0
 Which line would you draw next?,non_hate_video_134,202.84,204.04,0,0
" Wow, that's so indecent. Wow. I mean, that's so...",non_hate_video_134,208.0,212.0,0,0
 You're such a Nazi.,non_hate_video_134,212.0,216.0,0,0
" Wow, such a Nazi. I didn't expect that to happen.",non_hate_video_134,220.0,224.0,0,0
 Looks like you're a true homie man.,non_hate_video_134,226.0,228.0,0,0
" You both have fat and fish, don't do that.",non_hate_video_134,228.0,230.0,0,0
 As expected from the next one.,non_hate_video_134,230.0,232.0,0,0
" I think so, I think so.",non_hate_video_134,232.0,234.0,0,0
" Alright, get over here bro.",non_hate_video_134,234.0,236.0,0,0
 Get over here.,non_hate_video_134,236.0,238.0,0,0
" Yeah, they tested it out.",non_hate_video_134,238.0,240.0,0,0
" No, leave me alone man, leave me alone.",non_hate_video_134,240.0,242.0,0,0
" No, no, no, no.",non_hate_video_134,242.0,244.0,0,0
" No, no, come, no. Come on, man.",non_hate_video_134,244.0,246.0,0,0
 Come on.,non_hate_video_134,246.0,248.0,0,0
 You're so indecent.,non_hate_video_134,248.0,252.0,0,0
 Maybe. Maybe.,non_hate_video_134,252.0,254.0,0,0
 Maybe.,non_hate_video_134,254.0,256.0,0,0
" Can you say, can you say, uh,",non_hate_video_134,256.0,260.0,0,0
" Can you say, can you say,",non_hate_video_134,260.0,262.0,0,0
" Can you say, can you say, Can you say, can you say, can you say, can you say, can you say, can you say, can you say, can you say, can you say, can you say, can you say, can you say, can you say, can you say, can you say, can you say, can you say, can you say, can you say, can you say, can you say, can you say, can you say, can you say, can you say, can you say, can you say, can you say, can you say, can you say, can you say, can you say, can you say, can you say, can you say, can you say, can you say, can you say, can you say, can you say, can you say, can you say, can you say, can you say, can you say, can you say, can you say, can you say, can you say, can you say, can you say, can you say, can you say, can you say, can you say, can you say, can you say, can you say, can you say, can you say, can you say, can you say, can you say, can you say, can you say, can you say, can you say, can you say, can you say, can you say, can you say, can you say, can you say, can you say, can you say, can you say, can you say, can you say, can you say, can you say, can you say, can you say, can you say, can you say, can you say, can you say, can you say, can you say, can you say, can you say, DARF... DUSI DALF? DARF... I...",non_hate_video_134,262.0,265.0,0,0
 I...,non_hate_video_134,265.5,266.2,0,0
 I...,non_hate_video_134,266.7,267.7,0,0
" What am I saying first? No, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no Oh if he can have pet you that way around",non_hate_video_134,268.8,287.5,0,0
 Come on it's innocent don't worry about it man,non_hate_video_134,290.1,299.1,0,0
 Pick in like F as in frog or V as in vector?,non_hate_video_134,302.4,302.9,0,0
 Pick in like frog,non_hate_video_134,303.9,304.4,0,0
 Pick in Okay Like frog Now F as in frog or V as in vector? Ficken like frog. Ficken.,non_hate_video_134,304.9,305.44,0,0
 Okay.,non_hate_video_134,305.44,306.44,0,0
 I'm the ficken.,non_hate_video_134,306.44,308.44,0,0
" No, I'm the ficken.",non_hate_video_134,308.44,310.44,0,0
" Yeah, and the F like in fuck, you know.",non_hate_video_134,310.44,312.44,0,0
 Can I fuck?,non_hate_video_134,312.44,315.44,0,0
 I'm the fuck.,non_hate_video_134,315.44,316.96,0,0
 I'm the fuck.,non_hate_video_134,316.96,318.96,0,0
" Okay, come on, say it again, dude.",non_hate_video_134,318.96,322.56,0,0
 Now in one row.,non_hate_video_134,322.56,324.16,0,0
 Now he knows it now is not funny anymore.,non_hate_video_134,324.16,326.12,0,0
 Who knows it now?,non_hate_video_134,326.36,327.14,0,0
" Oh, you're the victim.",non_hate_video_134,327.14,328.14,0,0
" Hey, dear, you're the victim.",non_hate_video_134,329.42,330.7,0,0
 Look.,non_hate_video_134,330.7,331.12,0,0
 You're the victim.,non_hate_video_134,331.86,332.38,0,0
" Alright, have fun, guys.",non_hate_video_134,332.88,334.8,0,0
" Just like maybe, maybe stand still.",non_hate_video_134,334.8,336.24,0,0
" Stand still, maybe.",non_hate_video_134,336.24,337.0,0,0
 Give me that post.,non_hate_video_134,337.82,338.36,0,0
" Give me some post, guy, baby.",non_hate_video_134,338.66,339.76,0,0
 Give me some post.,non_hate_video_134,340.68,341.4,0,0
" Oh, shit.",non_hate_video_134,342.62,343.38,0,0
" No, no, no, no, no.",non_hate_video_134,343.46,344.84,0,0
" Give me some post, my lady. Give me some post. Come here. Oh shit no no no no no I'm okay",non_hate_video_134,345.0,351.0,0,0
 I'm good thanks,non_hate_video_134,351.0,353.0,0,0
 I'm humans though,non_hate_video_134,353.0,355.0,0,0
 We meet again in these magical streets of the atoll,non_hate_video_134,355.0,360.0,0,0
" I know, I like this place",non_hate_video_134,360.0,364.0,0,0
" Yeah you connect favored walls too and then like you can just, you know, always like",non_hate_video_134,364.0,371.0,0,0
 easily access it at any time.,non_hate_video_134,371.0,373.0,0,0
 He's gonna shoot you.,non_hate_video_134,373.0,377.0,0,0
" Yeah, yeah, no, no, he's pointing at you, you know, if you don't favor this place then",non_hate_video_134,377.0,381.0,0,0
" he's gonna shoot, it's dangerous business.",non_hate_video_134,381.0,383.0,0,0
" I already covered it. Oh, okay. It is my favorite. Okay, yo, shoot her, Dix. with this place and he's gonna shoot it so dangerous business",non_hate_video_134,383.0,385.12,0,0
 oh okay okay shoot her dicks,non_hate_video_134,385.12,391.52,0,0
 don't shoot me I'm using Steam so I can change it any time.,non_hate_video_134,391.52,407.0,0,0
" These quest users are so cute. And then again, it's like, uh, Annie's boring, you know?",non_hate_video_134,410.0,413.0,0,0
" So I was like, oh hey, Aiden, Annie, same thing, right?",non_hate_video_134,413.0,416.0,0,0
" So I was like, oh yeah, okay.",non_hate_video_134,416.0,418.0,0,0
 He's my friend.,non_hate_video_134,418.0,419.0,0,0
" Yeah, see? What can I do, huh?",non_hate_video_134,419.0,421.0,0,0
" I don't know, we can be friends.",non_hate_video_134,421.0,423.0,0,0
" I'll shake your hand if there's any of your friends. Oh, plotting with the enemy, I see, huh? You look like a buff. I'll shake your hand, it doesn't look like a friend.",non_hate_video_134,423.0,426.0,0,0
 It's okay.,non_hate_video_134,426.0,428.0,0,0
" Oh, plotting with the enemy, I see, Dix.",non_hate_video_134,428.0,430.0,0,0
 Okay.,non_hate_video_134,430.0,432.0,0,0
 I'll remember that.,non_hate_video_134,432.0,434.0,0,0
 I'll just dissatisfy ya.,non_hate_video_134,434.0,436.0,0,0
 Good.,non_hate_video_134,436.0,438.0,0,0
" Let the hate flow through you, Dix.",non_hate_video_134,438.0,442.0,0,0
 I can't jump through that one.,non_hate_video_134,442.0,444.0,0,0
 Nooo. I can't jump through that one. No. I'm gonna walk in here.,non_hate_video_134,444.0,446.0,0,0
 It is.,non_hate_video_134,446.0,448.0,0,0
 It is.,non_hate_video_134,448.0,449.0,0,0
 It is.,non_hate_video_134,449.0,450.0,0,0
 موسيقى اشتركوا في القناة,non_hate_video_135,29.98,38.06,0,0
 We're gonna walk around.,non_hate_video_136,21.14,5.04,0,0
 Let's see if we can walk around.,non_hate_video_136,5.04,6.2,0,0
 Looks like that's the footlocker that they looted.,non_hate_video_136,20.88,22.78,0,0
 That's the footlocker that they looted.,non_hate_video_136,23.32,24.82,0,0
 Look at that shit.,non_hate_video_136,25.68,26.54,0,0
 Fucking shoes and sneakers all over the fucking place.,non_hate_video_136,27.72,30.02,0,0
 Jesus Christ. from each other. We may have to protect each other from the police.,non_hate_video_136,32.84,45.04,0,0
" Like my man said, they stand together",non_hate_video_136,45.34,47.62,0,0
 as a team.,non_hate_video_136,47.62,48.36,0,0
" Guys, what's with all the shoeboxes?",non_hate_video_136,48.74,51.56,0,0
 The shoeboxes.,non_hate_video_136,52.92,54.08,0,0
 So perhaps,non_hate_video_136,54.08,55.36,0,0
 it's going to take,non_hate_video_136,55.36,56.68,0,0
 a little,non_hate_video_136,56.68,59.18,0,0
 . Thank you.,non_hate_video_137,29.98,31.82,0,0
 Oh,non_hate_video_138,29.68,2.0,0,0
" The End I wish I was in the land of God's both I said not to go. Look away, look away, look away.",non_hate_video_139,29.94,46.0,0,0
" Down upon the Swanee River, far, far away.",non_hate_video_139,46.1,55.0,0,0
" That's real swing, boys.",non_hate_video_139,70.44,71.0,0,0
 Now to introduce our character.,non_hate_video_139,72.72,73.14,0,0
" First, a little lady.",non_hate_video_139,74.32,75.28,0,0
" Tell us your name, honey.",non_hate_video_139,76.52,76.78,0,0
" I'm six years old, and I live a 2415-5 stream.",non_hate_video_139,80.2,80.48,0,0
" I'm in the first grade, and I can spell cat.",non_hate_video_139,82.96,83.14,0,0
" A-C-A, a cat.",non_hate_video_139,84.52,84.72,0,0
" A-C-A, a cat, a C-A, a cat, a C-A, well, anyway, I can spell dog, D-O-T, dog, and I got a dolly, and I got a teddy bear, and I got lace on my panties, too. You want to see?",non_hate_video_139,97.2,97.52,0,0
" Hey, hold on. No, no, no, no. Remember, you're a big girl. Now, all we want to know is your name.",non_hate_video_139,105.54,107.2,0,0
" Believe her, you dope.",non_hate_video_139,108.48,108.86,0,0
" Hmm, temperamentally practices.",non_hate_video_139,110.76,112.1,0,0
" Hey, girly, step out of that shadow and introduce yourself to the folks here.",non_hate_video_139,116.04,118.12,0,0
" Ah, Tomsy.",non_hate_video_139,119.5,121.0,0,0
 That's cute.,non_hate_video_139,121.88,122.16,0,0
 And here comes old Uncle Tom now.,non_hate_video_139,124.76,126.02,0,0
 Getting kind of feaseless. Just look at those old knees shaking.,non_hate_video_139,129.24,129.44,0,0
" Brother, my knees ain't shaking. I was cooking. La-de-da.",non_hate_video_139,132.96,134.74,0,0
" And next, hey gal, give us a lowdown.",non_hate_video_139,137.86,139.78,0,0
 My name's Liza and I'm from Dixie.,non_hate_video_139,142.06,142.58,0,0
" You're all from Dixie, gal?",non_hate_video_139,144.06,144.18,0,0
" Uh-huh. Are you from Dixie? Of course I I from Dixie. You're all from Dixie, gal? Uh-huh.",non_hate_video_139,145.04,145.48,0,0
 Are you from Dixie?,non_hate_video_139,146.6,147.2,0,0
 Of course I'm from Dixie.,non_hate_video_139,148.7,148.92,0,0
" My, tell I from the South.",non_hate_video_139,150.84,151.28,0,0
" Well, so am I.",non_hate_video_139,152.34,153.42,0,0
 Go on. Right down.,non_hate_video_139,154.62,156.3,0,0
 Have a look at the west.,non_hate_video_139,156.42,157.64,0,0
 Let me stand.,non_hate_video_139,157.76,158.48,0,0
" My, my, my, my.",non_hate_video_139,159.04,161.76,0,0
" And now, the viper of all vipers.",non_hate_video_139,163.12,167.68,0,0
" Hello, hello, everybody, everybody.",non_hate_video_139,172.04,175.54,0,0
" And last but not least, the hound.",non_hate_video_139,176.82,180.02,0,0
" Hmm, looks like a sit-down strike.",non_hate_video_139,181.42,183.3,0,0
" Hey, boys, say a word to the folks.",non_hate_video_139,183.72,185.3,0,0
 Hello.,non_hate_video_139,186.4,186.76,0,0
" Well, that's that.",non_hate_video_139,189.02,190.42,0,0
" Now, on with the show.",non_hate_video_139,191.54,192.98,0,0
" Are you ready, little Eva?",non_hate_video_139,194.02,195.32,0,0
" You said it, Dr. Tom, blue-legged.",non_hate_video_139,195.92,198.7,0,0
" And you, cutie?",non_hate_video_139,200.96,202.14,0,0
" Anytime you'll say, Professor.",non_hate_video_139,203.04,205.22,0,0
" Oh, do you want to be an actor?",non_hate_video_139,206.12,207.8,0,0
" Oh, so, so, so, oh, so, so, so, so, so.",non_hate_video_139,208.02,212.06,0,0
" How about it, Liza?",non_hate_video_139,212.06,213.1,0,0
" Yeah, man.",non_hate_video_139,214.08,215.1,0,0
" All set, Simon, Simon?",non_hate_video_139,215.76,217.04,0,0
" The sooner, the sooner.",non_hate_video_139,217.82,220.46,0,0
 You sit down as ready?,non_hate_video_139,221.26,222.3,0,0
" Yeah, I guess so.",non_hate_video_139,223.96,225.82,0,0
 There ain't nothing else to do.,non_hate_video_139,226.26,227.9,0,0
 Here we go.,non_hate_video_139,228.8,229.6,0,0
" Camera. Hey, Uncle Tom, here comes the green.",non_hate_video_139,230.08,256.38,0,0
" My body might belong to you, but my soul belongs to Warner Brothers.",non_hate_video_139,258.44,276.8,0,0
 Stop! Stop! Stop!,non_hate_video_139,279.02,279.28,0,0
 We'll buy the nice old man.,non_hate_video_139,281.12,283.38,0,0
 Here's your contract.,non_hate_video_139,285.4,285.96,0,0
" But remember, if you fall behind in your payments, I take him back.",non_hate_video_139,292.12,293.46,0,0
 So Topsy and Eva take Uncle Tom home.,non_hate_video_139,296.3,296.74,0,0
" Happily, happily, happily.",non_hate_video_139,298.32,301.44,0,0
" My, my, how time does fly.",non_hate_video_139,304.46,308.54,0,0
" Looks like bad news, folks.",non_hate_video_139,311.12,314.12,0,0
 Let's see now.,non_hate_video_139,316.24,316.94,0,0
" Hmm, Topsy and Eva.",non_hate_video_139,319.7,320.42,0,0
 Their payments three months past you?,non_hate_video_139,323.28,324.02,0,0
" Well, I'll fix that.",non_hate_video_139,326.86,328.4,0,0
 Uh-oh.,non_hate_video_139,328.88,329.36,0,0
 He's headed their way.,non_hate_video_139,330.24,330.66,0,0
